"Time","BME280 temperature"
1706063400000,30.05
1706065200000,30.238461538461532
1706067000000,29.379166666666663
1706068800000,29.631666666666675
1706070600000,30.283846153846152
1706072400000,30.66999999999999
1706074200000,30.79166666666666
1706076000000,30.94615384615384
